,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
3608,filter:12-conv1:2-conv2:16-fc:64-Momentum,1_epoch,12,2,16,64,0.2,95.54,2529.518,98.3
3609,filter:6-conv1:64-conv2:2-fc:4-Momentum,1_epoch,6,64,2,4,0.387,77.77,2529.905,98.3
3610,filter:2-conv1:128-conv2:64-fc:4-Momentum,1_epoch,2,128,64,4,0.388,80.0,2530.293,98.3
3611,filter:2-conv1:2-conv2:16-fc:32-Momentum,1_epoch,2,2,16,32,0.319,87.11,2530.612,98.3
3612,filter:8-conv1:1-conv2:512-fc:2-Momentum,1_epoch,8,1,512,2,0.325,10.28,2530.937,98.3
3613,filter:14-conv1:2-conv2:16-fc:512-Momentum,1_epoch,14,2,16,512,0.367,95.64,2531.304,98.3
3614,filter:12-conv1:128-conv2:512-fc:256-Momentum,1_epoch,12,128,512,256,2.44,26.48,2533.744,98.3
3615,filter:2-conv1:4-conv2:1-fc:256-Momentum,1_epoch,2,4,1,256,0.169,89.82,2533.913,98.3
3616,filter:14-conv1:256-conv2:4-fc:512-Momentum,1_epoch,14,256,4,512,1.09,10.28,2535.003,98.3
3617,filter:12-conv1:256-conv2:64-fc:2-Momentum,1_epoch,12,256,64,2,1.28,10.28,2536.283,98.3
3618,filter:4-conv1:16-conv2:2-fc:64-Momentum,1_epoch,4,16,2,64,0.179,93.62,2536.462,98.3
3619,filter:4-conv1:256-conv2:64-fc:1-Momentum,1_epoch,4,256,64,1,0.879,10.28,2537.341,98.3
3620,filter:2-conv1:256-conv2:128-fc:4-Momentum,1_epoch,2,256,128,4,0.677,10.28,2538.018,98.3
3621,filter:2-conv1:2-conv2:128-fc:64-Momentum,1_epoch,2,2,128,64,0.274,93.83,2538.292,98.3
3622,filter:4-conv1:16-conv2:256-fc:2-Momentum,1_epoch,4,16,256,2,0.312,28.56,2538.604,98.3
3623,filter:2-conv1:256-conv2:16-fc:1-Momentum,1_epoch,2,256,16,1,0.656,26.45,2539.26,98.3
3624,filter:2-conv1:64-conv2:128-fc:256-Momentum,1_epoch,2,64,128,256,0.558,95.87,2539.818,98.3
3625,filter:8-conv1:128-conv2:2-fc:2-Momentum,1_epoch,8,128,2,2,0.638,48.57,2540.456,98.3
3626,filter:6-conv1:16-conv2:1-fc:32-Momentum,1_epoch,6,16,1,32,0.286,91.74,2540.742,98.3
3627,filter:6-conv1:256-conv2:256-fc:256-Momentum,1_epoch,6,256,256,256,1.79,10.28,2542.532,98.3
3628,filter:14-conv1:1-conv2:8-fc:256-Momentum,1_epoch,14,1,8,256,0.305,95.28,2542.837,98.3
3629,filter:2-conv1:512-conv2:512-fc:512-Momentum,1_epoch,2,512,512,512,2.27,96.2,2545.107,98.3
3630,filter:4-conv1:2-conv2:64-fc:64-Momentum,1_epoch,4,2,64,64,0.175,96.08,2545.282,98.3
3631,filter:12-conv1:8-conv2:16-fc:256-Momentum,1_epoch,12,8,16,256,0.214,96.65,2545.496,98.3
3632,filter:6-conv1:16-conv2:128-fc:32-Momentum,1_epoch,6,16,128,32,0.743,97.72,2546.239,98.3
3633,filter:4-conv1:2-conv2:4-fc:256-Momentum,1_epoch,4,2,4,256,0.237,95.67,2546.476,98.3
3634,filter:14-conv1:128-conv2:4-fc:256-Momentum,1_epoch,14,128,4,256,0.744,10.28,2547.22,98.3
3635,filter:6-conv1:64-conv2:64-fc:1-Momentum,1_epoch,6,64,64,1,0.502,10.28,2547.722,98.3
3636,filter:6-conv1:2-conv2:64-fc:16-Momentum,1_epoch,6,2,64,16,0.438,95.32,2548.16,98.3
3637,filter:2-conv1:8-conv2:128-fc:512-Momentum,1_epoch,2,8,128,512,0.277,95.5,2548.437,98.3
3638,filter:14-conv1:1-conv2:128-fc:512-Momentum,1_epoch,14,1,128,512,0.454,90.79,2548.891,98.3
3639,filter:14-conv1:4-conv2:64-fc:512-Momentum,1_epoch,14,4,64,512,0.435,94.24,2549.326,98.3
3640,filter:14-conv1:512-conv2:128-fc:128-Momentum,1_epoch,14,512,128,128,4.01,10.28,2553.336,98.3
3641,filter:14-conv1:32-conv2:8-fc:1-Momentum,1_epoch,14,32,8,1,0.43,10.28,2553.766,98.3
3642,filter:8-conv1:64-conv2:32-fc:128-Momentum,1_epoch,8,64,32,128,0.326,97.83,2554.092,98.3
3643,filter:8-conv1:32-conv2:16-fc:128-Momentum,1_epoch,8,32,16,128,0.235,97.65,2554.327,98.3
3644,filter:14-conv1:8-conv2:1-fc:256-Momentum,1_epoch,14,8,1,256,0.35,94.02,2554.677,98.3
3645,filter:8-conv1:256-conv2:64-fc:4-Momentum,1_epoch,8,256,64,4,1.0,10.28,2555.677,98.3
3646,filter:14-conv1:32-conv2:128-fc:64-Momentum,1_epoch,14,32,128,64,0.563,10.28,2556.24,98.3
3647,filter:12-conv1:256-conv2:8-fc:4-Momentum,1_epoch,12,256,8,4,1.14,10.28,2557.38,98.3
3648,filter:2-conv1:16-conv2:16-fc:32-Momentum,1_epoch,2,16,16,32,0.334,94.25,2557.714,98.3
3649,filter:14-conv1:16-conv2:16-fc:16-Momentum,1_epoch,14,16,16,16,0.272,95.64,2557.986,98.3
3650,filter:2-conv1:16-conv2:4-fc:2-Momentum,1_epoch,2,16,4,2,0.166,33.37,2558.152,98.3
3651,filter:2-conv1:16-conv2:128-fc:64-Momentum,1_epoch,2,16,128,64,0.219,94.31,2558.371,98.3
3652,filter:2-conv1:16-conv2:8-fc:1-Momentum,1_epoch,2,16,8,1,0.162,27.98,2558.533,98.3
3653,filter:14-conv1:256-conv2:256-fc:512-Momentum,1_epoch,14,256,256,512,3.24,9.8,2561.773,98.3
3654,filter:8-conv1:1-conv2:8-fc:32-Momentum,1_epoch,8,1,8,32,0.16,94.94,2561.933,98.3
3655,filter:12-conv1:16-conv2:4-fc:256-Momentum,1_epoch,12,16,4,256,0.216,96.64,2562.149,98.3
3656,filter:2-conv1:16-conv2:32-fc:512-Momentum,1_epoch,2,16,32,512,0.176,96.52,2562.325,98.3
3657,filter:6-conv1:2-conv2:8-fc:256-Momentum,1_epoch,6,2,8,256,0.252,96.29,2562.577,98.3
3658,filter:8-conv1:2-conv2:64-fc:64-Momentum,1_epoch,8,2,64,64,0.297,95.68,2562.874,98.3
3659,filter:14-conv1:256-conv2:128-fc:16-Momentum,1_epoch,14,256,128,16,2.25,10.28,2565.124,98.3
3660,filter:8-conv1:256-conv2:512-fc:64-Momentum,1_epoch,8,256,512,64,3.31,10.28,2568.434,98.3
3661,filter:4-conv1:128-conv2:128-fc:4-Momentum,1_epoch,4,128,128,4,0.677,41.16,2569.111,98.3
3662,filter:8-conv1:32-conv2:4-fc:64-Momentum,1_epoch,8,32,4,64,0.291,96.66,2569.402,98.3
3663,filter:8-conv1:2-conv2:64-fc:128-Momentum,1_epoch,8,2,64,128,0.179,97.22,2569.581,98.3
3664,filter:12-conv1:8-conv2:8-fc:128-Momentum,1_epoch,12,8,8,128,0.197,96.92,2569.778,98.3
3665,filter:6-conv1:64-conv2:4-fc:2-Momentum,1_epoch,6,64,4,2,0.306,53.85,2570.084,98.3
3666,filter:12-conv1:8-conv2:1-fc:64-Momentum,1_epoch,12,8,1,64,0.185,95.17,2570.269,98.3
3667,filter:2-conv1:1-conv2:8-fc:128-Momentum,1_epoch,2,1,8,128,0.274,93.0,2570.543,98.3
3668,filter:4-conv1:64-conv2:1-fc:4-Momentum,1_epoch,4,64,1,4,0.271,75.53,2570.814,98.3
3669,filter:8-conv1:4-conv2:64-fc:4-Momentum,1_epoch,8,4,64,4,0.241,62.11,2571.055,98.3
3670,filter:8-conv1:512-conv2:128-fc:64-Momentum,1_epoch,8,512,128,64,2.4,10.28,2573.455,98.3
3671,filter:2-conv1:512-conv2:512-fc:2-Momentum,1_epoch,2,512,512,2,2.19,10.28,2575.645,98.3
3672,filter:8-conv1:2-conv2:64-fc:8-Momentum,1_epoch,8,2,64,8,0.176,94.45,2575.821,98.3
3673,filter:12-conv1:2-conv2:16-fc:128-Momentum,1_epoch,12,2,16,128,0.3,95.4,2576.121,98.3
3674,filter:4-conv1:128-conv2:64-fc:256-Momentum,1_epoch,4,128,64,256,0.511,98.05,2576.632,98.3
3675,filter:14-conv1:4-conv2:64-fc:1-Momentum,1_epoch,14,4,64,1,0.388,10.28,2577.02,98.3
3676,filter:4-conv1:64-conv2:1-fc:32-Momentum,1_epoch,4,64,1,32,0.398,92.64,2577.418,98.3
3677,filter:14-conv1:128-conv2:128-fc:64-Momentum,1_epoch,14,128,128,64,1.34,10.28,2578.758,98.3
3678,filter:8-conv1:16-conv2:256-fc:32-Momentum,1_epoch,8,16,256,32,0.683,10.28,2579.441,98.3
3679,filter:8-conv1:1-conv2:1-fc:4-Momentum,1_epoch,8,1,1,4,0.23,67.87,2579.671,98.3
3680,filter:6-conv1:16-conv2:8-fc:64-Momentum,1_epoch,6,16,8,64,0.343,97.04,2580.014,98.3
3681,filter:14-conv1:128-conv2:8-fc:64-Momentum,1_epoch,14,128,8,64,0.708,95.5,2580.722,98.3
3682,filter:14-conv1:32-conv2:2-fc:128-Momentum,1_epoch,14,32,2,128,0.269,10.28,2580.991,98.3
3683,filter:12-conv1:128-conv2:16-fc:8-Momentum,1_epoch,12,128,16,8,0.62,40.15,2581.611,98.3
3684,filter:14-conv1:64-conv2:128-fc:32-Momentum,1_epoch,14,64,128,32,0.696,10.28,2582.307,98.3
3685,filter:4-conv1:256-conv2:8-fc:8-Momentum,1_epoch,4,256,8,8,0.687,92.85,2582.994,98.3
3686,filter:6-conv1:8-conv2:4-fc:16-Momentum,1_epoch,6,8,4,16,0.28,94.11,2583.274,98.3
3687,filter:8-conv1:512-conv2:8-fc:32-Momentum,1_epoch,8,512,8,32,1.52,95.89,2584.794,98.3
3688,filter:14-conv1:8-conv2:32-fc:128-Momentum,1_epoch,14,8,32,128,0.241,96.5,2585.035,98.3
3689,filter:12-conv1:32-conv2:4-fc:64-Momentum,1_epoch,12,32,4,64,0.239,96.42,2585.274,98.3
3690,filter:2-conv1:2-conv2:128-fc:512-Momentum,1_epoch,2,2,128,512,0.224,10.28,2585.498,98.3
3691,filter:12-conv1:128-conv2:4-fc:16-Momentum,1_epoch,12,128,4,16,0.847,92.84,2586.345,98.3
3692,filter:8-conv1:64-conv2:2-fc:64-Momentum,1_epoch,8,64,2,64,0.373,95.75,2586.718,98.3
3693,filter:6-conv1:1-conv2:256-fc:2-Momentum,1_epoch,6,1,256,2,0.34,20.57,2587.058,98.3
3694,filter:4-conv1:32-conv2:32-fc:16-Momentum,1_epoch,4,32,32,16,0.305,96.8,2587.363,98.3
3695,filter:12-conv1:32-conv2:16-fc:1-Momentum,1_epoch,12,32,16,1,0.251,20.97,2587.614,98.3
3696,filter:4-conv1:128-conv2:64-fc:8-Momentum,1_epoch,4,128,64,8,0.749,79.71,2588.363,98.3
3697,filter:4-conv1:64-conv2:256-fc:64-Momentum,1_epoch,4,64,256,64,0.666,97.41,2589.029,98.3
3698,filter:6-conv1:2-conv2:64-fc:128-Momentum,1_epoch,6,2,64,128,0.283,96.65,2589.312,98.3
3699,filter:2-conv1:512-conv2:4-fc:128-Momentum,1_epoch,2,512,4,128,1.07,88.98,2590.382,98.3
3700,filter:12-conv1:4-conv2:16-fc:512-Momentum,1_epoch,12,4,16,512,0.277,96.29,2590.659,98.3
3701,filter:14-conv1:64-conv2:4-fc:4-Momentum,1_epoch,14,64,4,4,0.523,50.92,2591.182,98.3
3702,filter:14-conv1:16-conv2:32-fc:512-Momentum,1_epoch,14,16,32,512,0.253,96.0,2591.435,98.3
3703,filter:8-conv1:4-conv2:1-fc:1-Momentum,1_epoch,8,4,1,1,0.154,27.94,2591.589,98.3
3704,filter:4-conv1:2-conv2:8-fc:4-Momentum,1_epoch,4,2,8,4,0.169,79.83,2591.758,98.3
3705,filter:12-conv1:256-conv2:128-fc:128-Momentum,1_epoch,12,256,128,128,1.82,10.28,2593.578,98.3
3706,filter:4-conv1:8-conv2:4-fc:4-Momentum,1_epoch,4,8,4,4,0.147,58.2,2593.725,98.3
3707,filter:4-conv1:1-conv2:512-fc:2-Momentum,1_epoch,4,1,512,2,0.749,10.28,2594.474,98.3
3708,filter:2-conv1:4-conv2:512-fc:256-Momentum,1_epoch,2,4,512,256,0.384,94.88,2594.858,98.3
3709,filter:4-conv1:512-conv2:16-fc:128-Momentum,1_epoch,4,512,16,128,1.68,97.43,2596.538,98.3
3710,filter:2-conv1:512-conv2:32-fc:2-Momentum,1_epoch,2,512,32,2,1.3,43.39,2597.838,98.3
3711,filter:12-conv1:4-conv2:128-fc:256-Momentum,1_epoch,12,4,128,256,0.317,93.39,2598.155,98.3
3712,filter:2-conv1:512-conv2:64-fc:2-Momentum,1_epoch,2,512,64,2,1.13,10.28,2599.285,98.3
3713,filter:12-conv1:4-conv2:32-fc:4-Momentum,1_epoch,12,4,32,4,0.455,69.21,2599.74,98.3
3714,filter:6-conv1:1-conv2:8-fc:32-Momentum,1_epoch,6,1,8,32,0.329,94.61,2600.069,98.3
3715,filter:12-conv1:8-conv2:512-fc:8-Momentum,1_epoch,12,8,512,8,0.739,28.33,2600.808,98.3
3716,filter:6-conv1:4-conv2:4-fc:32-Momentum,1_epoch,6,4,4,32,0.238,95.7,2601.046,98.3
3717,filter:12-conv1:8-conv2:32-fc:1-Momentum,1_epoch,12,8,32,1,0.241,10.28,2601.287,98.3
3718,filter:6-conv1:128-conv2:4-fc:64-Momentum,1_epoch,6,128,4,64,0.422,96.6,2601.709,98.3
3719,filter:6-conv1:4-conv2:4-fc:256-Momentum,1_epoch,6,4,4,256,0.268,96.56,2601.977,98.3
3720,filter:2-conv1:2-conv2:32-fc:4-Momentum,1_epoch,2,2,32,4,0.393,52.81,2602.37,98.3
3721,filter:12-conv1:128-conv2:512-fc:32-Momentum,1_epoch,12,128,512,32,2.33,10.28,2604.7,98.3
3722,filter:4-conv1:16-conv2:128-fc:32-Momentum,1_epoch,4,16,128,32,0.286,96.31,2604.986,98.3
3723,filter:8-conv1:4-conv2:32-fc:8-Momentum,1_epoch,8,4,32,8,0.23,93.67,2605.216,98.3
3724,filter:14-conv1:64-conv2:8-fc:32-Momentum,1_epoch,14,64,8,32,0.378,96.13,2605.594,98.3
3725,filter:2-conv1:16-conv2:32-fc:8-Momentum,1_epoch,2,16,32,8,0.175,82.48,2605.769,98.3
3726,filter:14-conv1:512-conv2:64-fc:1-Momentum,1_epoch,14,512,64,1,2.83,10.28,2608.599,98.3
3727,filter:6-conv1:64-conv2:8-fc:512-Momentum,1_epoch,6,64,8,512,0.326,95.97,2608.925,98.3
3728,filter:4-conv1:2-conv2:2-fc:512-Momentum,1_epoch,4,2,2,512,0.144,10.28,2609.069,98.3
3729,filter:12-conv1:256-conv2:64-fc:256-Momentum,1_epoch,12,256,64,256,1.4,10.28,2610.469,98.3
3730,filter:6-conv1:128-conv2:128-fc:128-Momentum,1_epoch,6,128,128,128,0.739,97.56,2611.208,98.3
3731,filter:6-conv1:1-conv2:1-fc:64-Momentum,1_epoch,6,1,1,64,0.141,89.88,2611.349,98.3
3732,filter:14-conv1:4-conv2:4-fc:8-Momentum,1_epoch,14,4,4,8,0.18,92.63,2611.529,98.3
3733,filter:14-conv1:4-conv2:512-fc:4-Momentum,1_epoch,14,4,512,4,0.665,10.28,2612.194,98.3
3734,filter:4-conv1:2-conv2:8-fc:2-Momentum,1_epoch,4,2,8,2,0.274,42.26,2612.468,98.3
3735,filter:2-conv1:64-conv2:2-fc:512-Momentum,1_epoch,2,64,2,512,0.351,94.66,2612.819,98.3
3736,filter:4-conv1:2-conv2:512-fc:4-Momentum,1_epoch,4,2,512,4,0.401,45.54,2613.22,98.3
3737,filter:6-conv1:8-conv2:2-fc:32-Momentum,1_epoch,6,8,2,32,0.278,95.09,2613.498,98.3
3738,filter:6-conv1:64-conv2:512-fc:8-Momentum,1_epoch,6,64,512,8,1.15,10.28,2614.648,98.3
3739,filter:12-conv1:128-conv2:2-fc:32-Momentum,1_epoch,12,128,2,32,0.674,10.28,2615.322,98.3
3740,filter:14-conv1:512-conv2:32-fc:512-Momentum,1_epoch,14,512,32,512,2.34,10.28,2617.662,98.3
3741,filter:12-conv1:4-conv2:512-fc:2-Momentum,1_epoch,12,4,512,2,0.712,10.28,2618.374,98.3
3742,filter:14-conv1:256-conv2:8-fc:16-Momentum,1_epoch,14,256,8,16,1.06,93.96,2619.434,98.3
3743,filter:14-conv1:1-conv2:32-fc:16-Momentum,1_epoch,14,1,32,16,0.187,93.51,2619.621,98.3
3744,filter:6-conv1:8-conv2:1-fc:4-Momentum,1_epoch,6,8,1,4,0.279,75.93,2619.9,98.3
3745,filter:12-conv1:64-conv2:1-fc:8-Momentum,1_epoch,12,64,1,8,0.308,91.73,2620.208,98.3
3746,filter:12-conv1:4-conv2:128-fc:2-Momentum,1_epoch,12,4,128,2,0.337,10.28,2620.545,98.3
3747,filter:2-conv1:1-conv2:2-fc:16-Momentum,1_epoch,2,1,2,16,0.246,10.28,2620.791,98.3
3748,filter:2-conv1:16-conv2:32-fc:1-Momentum,1_epoch,2,16,32,1,0.233,21.81,2621.024,98.3
3749,filter:4-conv1:64-conv2:256-fc:8-Momentum,1_epoch,4,64,256,8,1.06,82.28,2622.084,98.3
3750,filter:4-conv1:1-conv2:16-fc:16-Momentum,1_epoch,4,1,16,16,0.348,91.07,2622.432,98.3
3751,filter:14-conv1:256-conv2:32-fc:512-Momentum,1_epoch,14,256,32,512,1.34,10.28,2623.772,98.3
3752,filter:2-conv1:512-conv2:256-fc:1-Momentum,1_epoch,2,512,256,1,1.57,10.28,2625.342,98.3
3753,filter:6-conv1:128-conv2:512-fc:64-Momentum,1_epoch,6,128,512,64,1.72,10.28,2627.062,98.3
3754,filter:12-conv1:8-conv2:4-fc:128-Momentum,1_epoch,12,8,4,128,0.265,97.0,2627.327,98.3
3755,filter:14-conv1:128-conv2:2-fc:16-Momentum,1_epoch,14,128,2,16,0.726,10.28,2628.053,98.3
3756,filter:8-conv1:256-conv2:4-fc:16-Momentum,1_epoch,8,256,4,16,0.915,93.19,2628.968,98.3
3757,filter:14-conv1:512-conv2:8-fc:64-Momentum,1_epoch,14,512,8,64,1.91,63.87,2630.878,98.3
3758,filter:4-conv1:8-conv2:512-fc:1-Momentum,1_epoch,4,8,512,1,0.438,10.28,2631.316,98.3
3759,filter:6-conv1:1-conv2:2-fc:2-Momentum,1_epoch,6,1,2,2,0.412,32.99,2631.728,98.3
3760,filter:6-conv1:8-conv2:2-fc:16-Momentum,1_epoch,6,8,2,16,0.169,92.9,2631.897,98.3
3761,filter:6-conv1:256-conv2:8-fc:16-Momentum,1_epoch,6,256,8,16,0.789,95.54,2632.686,98.3
3762,filter:8-conv1:128-conv2:512-fc:256-Momentum,1_epoch,8,128,512,256,1.94,20.84,2634.626,98.3
3763,filter:8-conv1:128-conv2:4-fc:64-Momentum,1_epoch,8,128,4,64,0.425,95.73,2635.051,98.3
3764,filter:14-conv1:1-conv2:64-fc:256-Momentum,1_epoch,14,1,64,256,0.237,94.07,2635.288,98.3
3765,filter:8-conv1:16-conv2:512-fc:64-Momentum,1_epoch,8,16,512,64,0.769,92.21,2636.057,98.3
3766,filter:8-conv1:64-conv2:4-fc:64-Momentum,1_epoch,8,64,4,64,0.274,96.28,2636.331,98.3
3767,filter:4-conv1:4-conv2:128-fc:8-Momentum,1_epoch,4,4,128,8,0.317,91.42,2636.648,98.3
3768,filter:12-conv1:256-conv2:256-fc:128-Momentum,1_epoch,12,256,256,128,2.67,10.28,2639.318,98.3
3769,filter:12-conv1:32-conv2:128-fc:2-Momentum,1_epoch,12,32,128,2,0.423,10.28,2639.741,98.3
3770,filter:8-conv1:8-conv2:16-fc:4-Momentum,1_epoch,8,8,16,4,0.297,78.87,2640.038,98.3
3771,filter:6-conv1:32-conv2:16-fc:2-Momentum,1_epoch,6,32,16,2,0.234,10.28,2640.272,98.3
3772,filter:8-conv1:4-conv2:512-fc:128-Momentum,1_epoch,8,4,512,128,0.461,94.22,2640.733,98.3
3773,filter:6-conv1:128-conv2:512-fc:4-Momentum,1_epoch,6,128,512,4,1.6,10.28,2642.333,98.3
3774,filter:2-conv1:16-conv2:2-fc:2-Momentum,1_epoch,2,16,2,2,0.267,40.54,2642.6,98.3
3775,filter:4-conv1:2-conv2:512-fc:512-Momentum,1_epoch,4,2,512,512,0.543,10.28,2643.143,98.3
3776,filter:4-conv1:64-conv2:32-fc:1-Momentum,1_epoch,4,64,32,1,0.281,10.28,2643.424,98.3
3777,filter:2-conv1:128-conv2:8-fc:2-Momentum,1_epoch,2,128,8,2,0.509,50.63,2643.933,98.3
3778,filter:8-conv1:2-conv2:32-fc:256-Momentum,1_epoch,8,2,32,256,0.283,96.05,2644.216,98.3
3779,filter:4-conv1:8-conv2:16-fc:512-Momentum,1_epoch,4,8,16,512,0.245,97.73,2644.461,98.3
3780,filter:8-conv1:128-conv2:8-fc:8-Momentum,1_epoch,8,128,8,8,0.456,92.66,2644.917,98.3
3781,filter:4-conv1:64-conv2:512-fc:2-Momentum,1_epoch,4,64,512,2,1.11,10.28,2646.027,98.3
3782,filter:12-conv1:64-conv2:1-fc:256-Momentum,1_epoch,12,64,1,256,0.51,96.0,2646.537,98.3
3783,filter:14-conv1:64-conv2:128-fc:8-Momentum,1_epoch,14,64,128,8,0.683,10.28,2647.22,98.3
3784,filter:14-conv1:128-conv2:1-fc:1-Momentum,1_epoch,14,128,1,1,0.603,27.8,2647.823,98.3
3785,filter:8-conv1:4-conv2:32-fc:512-Momentum,1_epoch,8,4,32,512,0.279,97.73,2648.102,98.3
3786,filter:6-conv1:256-conv2:16-fc:8-Momentum,1_epoch,6,256,16,8,1.21,86.31,2649.312,98.3
3787,filter:8-conv1:256-conv2:4-fc:2-Momentum,1_epoch,8,256,4,2,1.0,37.3,2650.312,98.3
3788,filter:6-conv1:64-conv2:32-fc:1-Momentum,1_epoch,6,64,32,1,0.54,10.28,2650.852,98.3
3789,filter:12-conv1:16-conv2:8-fc:8-Momentum,1_epoch,12,16,8,8,0.297,87.48,2651.149,98.3
3790,filter:4-conv1:128-conv2:64-fc:16-Momentum,1_epoch,4,128,64,16,0.52,95.63,2651.669,98.3
3791,filter:12-conv1:256-conv2:1-fc:256-Momentum,1_epoch,12,256,1,256,1.06,88.55,2652.729,98.3
3792,filter:8-conv1:128-conv2:2-fc:4-Momentum,1_epoch,8,128,2,4,0.488,76.89,2653.217,98.3
3793,filter:8-conv1:32-conv2:32-fc:64-Momentum,1_epoch,8,32,32,64,0.334,97.38,2653.551,98.3
3794,filter:14-conv1:128-conv2:2-fc:128-Momentum,1_epoch,14,128,2,128,0.627,10.28,2654.178,98.3
3795,filter:8-conv1:64-conv2:512-fc:2-Momentum,1_epoch,8,64,512,2,1.27,10.28,2655.448,98.3
3796,filter:14-conv1:32-conv2:32-fc:128-Momentum,1_epoch,14,32,32,128,0.301,96.68,2655.749,98.3
3797,filter:6-conv1:128-conv2:256-fc:64-Momentum,1_epoch,6,128,256,64,1.17,10.28,2656.919,98.3
3798,filter:14-conv1:4-conv2:16-fc:128-Momentum,1_epoch,14,4,16,128,0.319,96.03,2657.238,98.3
3799,filter:6-conv1:64-conv2:4-fc:8-Momentum,1_epoch,6,64,4,8,0.302,93.9,2657.54,98.3
3800,filter:4-conv1:8-conv2:16-fc:8-Momentum,1_epoch,4,8,16,8,0.353,91.86,2657.893,98.3
3801,filter:2-conv1:2-conv2:512-fc:128-Momentum,1_epoch,2,2,512,128,0.337,10.28,2658.23,98.3
3802,filter:6-conv1:2-conv2:128-fc:16-Momentum,1_epoch,6,2,128,16,0.342,95.14,2658.572,98.3
3803,filter:8-conv1:16-conv2:128-fc:128-Momentum,1_epoch,8,16,128,128,0.311,97.7,2658.883,98.3
3804,filter:2-conv1:128-conv2:256-fc:2-Momentum,1_epoch,2,128,256,2,0.558,28.16,2659.441,98.3
3805,filter:12-conv1:64-conv2:64-fc:2-Momentum,1_epoch,12,64,64,2,0.624,10.28,2660.065,98.3
3806,filter:12-conv1:64-conv2:16-fc:512-Momentum,1_epoch,12,64,16,512,0.524,93.46,2660.589,98.3
3807,filter:6-conv1:64-conv2:256-fc:4-Momentum,1_epoch,6,64,256,4,0.703,10.28,2661.292,98.3
3808,filter:14-conv1:256-conv2:2-fc:16-Momentum,1_epoch,14,256,2,16,1.02,10.28,2662.312,98.3
3809,filter:2-conv1:64-conv2:8-fc:1-Momentum,1_epoch,2,64,8,1,0.259,28.32,2662.571,98.3
3810,filter:2-conv1:4-conv2:128-fc:128-Momentum,1_epoch,2,4,128,128,0.201,95.13,2662.772,98.3
3811,filter:2-conv1:4-conv2:8-fc:1-Momentum,1_epoch,2,4,8,1,0.121,21.03,2662.893,98.3
3812,filter:2-conv1:128-conv2:128-fc:8-Momentum,1_epoch,2,128,128,8,0.441,75.79,2663.334,98.3
3813,filter:12-conv1:2-conv2:128-fc:4-Momentum,1_epoch,12,2,128,4,0.308,10.28,2663.642,98.3
3814,filter:2-conv1:8-conv2:64-fc:128-Momentum,1_epoch,2,8,64,128,0.193,95.43,2663.835,98.3
3815,filter:6-conv1:16-conv2:4-fc:1-Momentum,1_epoch,6,16,4,1,0.245,10.28,2664.08,98.3
3816,filter:6-conv1:8-conv2:128-fc:32-Momentum,1_epoch,6,8,128,32,0.334,96.73,2664.414,98.3
3817,filter:12-conv1:1-conv2:512-fc:256-Momentum,1_epoch,12,1,512,256,0.513,84.9,2664.927,98.3
3818,filter:14-conv1:8-conv2:4-fc:4-Momentum,1_epoch,14,8,4,4,0.2,67.47,2665.127,98.3
3819,filter:2-conv1:512-conv2:32-fc:1-Momentum,1_epoch,2,512,32,1,1.23,26.54,2666.357,98.3
3820,filter:8-conv1:64-conv2:64-fc:256-Momentum,1_epoch,8,64,64,256,0.432,98.05,2666.789,98.3
3821,filter:12-conv1:512-conv2:64-fc:16-Momentum,1_epoch,12,512,64,16,2.58,10.28,2669.369,98.3
3822,filter:4-conv1:32-conv2:4-fc:4-Momentum,1_epoch,4,32,4,4,0.383,72.16,2669.752,98.3
3823,filter:14-conv1:8-conv2:1-fc:2-Momentum,1_epoch,14,8,1,2,0.192,44.33,2669.944,98.3
3824,filter:6-conv1:1-conv2:2-fc:4-Momentum,1_epoch,6,1,2,4,0.149,68.82,2670.093,98.3
3825,filter:14-conv1:256-conv2:8-fc:64-Momentum,1_epoch,14,256,8,64,1.07,94.29,2671.163,98.3
3826,filter:12-conv1:1-conv2:256-fc:16-Momentum,1_epoch,12,1,256,16,0.296,90.39,2671.459,98.3
3827,filter:2-conv1:1-conv2:8-fc:4-Momentum,1_epoch,2,1,8,4,0.138,28.94,2671.597,98.3
3828,filter:8-conv1:8-conv2:8-fc:32-Momentum,1_epoch,8,8,8,32,0.163,96.34,2671.76,98.3
3829,filter:12-conv1:4-conv2:32-fc:256-Momentum,1_epoch,12,4,32,256,0.236,95.07,2671.996,98.3
3830,filter:4-conv1:32-conv2:16-fc:2-Momentum,1_epoch,4,32,16,2,0.316,47.58,2672.312,98.3
3831,filter:6-conv1:64-conv2:512-fc:32-Momentum,1_epoch,6,64,512,32,1.52,35.53,2673.832,98.3
3832,filter:14-conv1:4-conv2:4-fc:4-Momentum,1_epoch,14,4,4,4,0.279,75.34,2674.111,98.3
3833,filter:14-conv1:32-conv2:256-fc:2-Momentum,1_epoch,14,32,256,2,0.675,10.28,2674.786,98.3
3834,filter:8-conv1:1-conv2:8-fc:512-Momentum,1_epoch,8,1,8,512,0.273,95.26,2675.059,98.3
3835,filter:8-conv1:512-conv2:32-fc:256-Momentum,1_epoch,8,512,32,256,1.62,91.85,2676.679,98.3
